Column 1,Facility Type,Inmate Sex,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Newspaper Delivery Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Inmate Search Link,Contact Via Email,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Benzie County Sheriff,Sheriff Office,Both,Michigan ,Beulah,49617,"505 S Michigan Ave, Beulah, MI 49617","505 S Michigan Ave, Beulah, MI 49617",,"(231) 882-4484","
https://www.benzieco.gov/government/sheriffs_office/index.php
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay County Sheriff's Office,Sheriff Office,Both,Florida,Green Cove Springs,32043,"901 North Orange Ave.
Green Cove Springs, FL 32043","901 North Orange Ave.
Green Cove Springs, FL 32043",,(904)213-5905,"
https://www.claysheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lyon County Sheriff's Office",Sheriff Office,Both,Nevada,Yerington,89447,"911 Harvey Ln, Yerington, NV 89447","911 Harvey Ln, Yerington, NV 89447",,"(775) 463-6600","https://www.lyon-county.org/17/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guernsey County Sheriff's Office",Sheriff Office,Both,Ohio,Cambridge,43725,"601 Southgate Pkwy, Cambridge, OH 43725","601 Southgate Pkwy, Cambridge, OH 43725",,(740) 439-4455,"https://guernseysheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagle County Sheriff's Office ,Sheriff Office,Both,Colorado,Eagle,81631,"0885 E Chambers Avenue 
Eagle,CO 81631","P.O Box 359
Eagle,CO 81631
",,(970) 328-8564,"
https://www.eaglesheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macon County Sheriff's Office,Sheriff Office,Both,Illinois ,Decatur,62523,"333 S. Franklin Street
Decatur, IL 62523","333 S. Franklin Street
Decatur, IL 62523",,(217) 424-1311,"
https://www.sheriff-macon-il.us/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hernando County Sheriff's Detention Center,Sheriff Office,Both,Florida,Brooksville,34604,"16425 Spring Hill Dr, Brooksville, FL 34604","16425 Spring Hill Dr, Brooksville, FL 34604",,"(352) 544-2334",https://www.hernandosheriff.org/jail/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Arriba County Sheriff's Office,Sheriff Office,Both,New Mexico,Tierra Amarilla,87575,"149 State Rd 162
Tierra Amarilla, NM 87575","149 State Rd 162
Tierra Amarilla, NM 87575
",,(575)-588-7254,"https://www.rio-arriba.org/Departments/Departments-Divisions/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skamania County Sheriff’s Office",Sheriff Office,Both,Washington,Stevenson,98648,"200 NW Vancouver Ave, Stevenson, WA 98648","PO Box 790
Stevenson, WA 98648",,509-427-9490,https://skamaniasheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Glenn County Sheriff Civil Division",Sheriff Office,Both,California,Willows,95988,"543 W Oak St
Willows,CA 95988
","543 W Oak St
 Willows,CA 95988
",,530-934-6441,https://www.countyofglenn.net/government/departments/sheriff/civil-division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Broadwater County Sheriff",Sheriff Office,Both,Montana,Townsend,59644," 519 Broadway St, Townsend, MT 59644"," 519 Broadway St, Townsend, MT 59644",,(406) 266-3441,"
https://www.broadwatercountysheriff.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worth County Sheriff,Sheriff Office,Both,Iowa,Northwood,50459,"1000 Central Ave.
Northwood, IA 50459
","1000 Central Ave.
Northwood, IA 50459
",,641-324-2481,https://www.worthcountyiowa.gov/sheriff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles County Sheriff's Department,Sheriff Office,Both,California,Los Angeles,90012,"211 W Temple St, Los Angeles, CA 90012","211 W Temple St, Los Angeles, CA 90012",,(213) 229-1700,https://lasd.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyon County Sheriff Office,Sheriff Office,Both,Minnesota ,Marshall,56258,"611 W Main St, Marshall, MN 56258","611 W Main St, Marshall, MN 56258",,"(507) 537-7666",https://www.lyonco.org/departments/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dona Ana County Sherriff’s Office
",Sheriff Office,Both,New Mexico,Las Cruces,88007,"845 North Motel Blvd, Las Cruces, NM 88007","845 North Motel Blvd, Las Cruces, NM 88007",,(575) 525-1911,"

https://www.lea.nm.gov/satellite-academies/dona-ana-county-sherriffs-office-daso-training-academy/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multnomah County Sheriff's Office
",Sheriff Office,Both,Oregon,Portland,97214,"501 SE Hawthorne Blvd #350, Portland, OR 97214","501 SE Hawthorne Blvd #350, Portland, OR 97214",, (503) 988-4300,"https://www.mcso.us/
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellis County Sheriff's Office ,Sheriff Office,Both,Texas,Waxahachie,75165,"300 S. Jackson Street
Waxahachie, TX 75165","300 S. Jackson Street
Waxahachie, TX 75165",,972-825-4901,"https://elliscountysheriff.com/ecso/
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Millard County Sheriff's Office
",Sheriff Office,Both,Utah,Fillmore,84631,"765 South Highway 99
Fillmore, UT, 84631, USA","765 South Highway 99
Fillmore, UT, 84631, USA",,(435) 743-5302,"https://millardsheriff.gov/contact
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luce County Sheriff's Office,Sheriff Office,Both,Michigan ,Newberry,49868,"411 West Harrie Street
Newberry, MI 49868","411 West Harrie Street
Newberry, MI 49868",," (906) 293-8431","https://www.lucecountymi.com/
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colusa County Sheriff's Office",Sheriff Office,Both,California,Colusa,95932,"929 Bridge Street
Colusa, CA 95932","929 Bridge Street
Colusa, CA 95932
",,(530) 458-0200,"https://www.countyofcolusaca.gov/156/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davis County Utah 
Sheriff's Office",Sheriff Office,Both,Utah,Farmington,84025,"800 West State Street Farmington, Utah 84025","P.O. Box 130 Farmington, Utah 84025",,(801) 451-4100,"https://www.daviscountyutah.gov/sheriff/inmate-roster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermillion County Sheriff,Sheriff Office,Both,Indiana,Hillsdale,47854,"1888 S. State Road 63, Hillsdale, IN. 47854","1888 S. State Road 63, Hillsdale, IN. 47854",,(765) 492-3838,"https://www.vermilliongov.us/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown County Ohio 
Sheriff's Office",Sheriff Office,Both,Ohio,Georgetown,45121,"750 Mt. Orab Pike  Georgetown OH 45121","750 Mt. Orab Pike  Georgetown OH 45121",,"(937) 378-4435","https://www.browncountyohiosheriff.us/
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitman County Sheriff's Office,Sheriff Office,Both,Washington,Colfax,99111,"411 N. Mill Street, Colfax WA 99111","411 N. Mill Street, Colfax WA 99111",,"(509) 397-6266","https://www.whitmancounty.gov/289/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albany County Sheriff’s Office,Sheriff Office,Both,Wyoming,Laramie,82070,"525 E Grand Avenue
Suite 101
Laramie, WY 82070","525 E Grand Avenue
Suite 101
Laramie, WY 82070",,"307-755-3520","
https://www.albanycountywy.gov/212/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fond du Lac County Sheriff's Office,Sheriff Office,Both,Wisconsin,Fond du Lac,54935,"180 S. Macy Street
Fond du Lac, WI 54935","PO Box 1273
Fond du Lac, WI 54936",,(920) 929-3390,"https://www.fdlsheriff.com/
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Polk County Sheriff",Sheriff Office,Both,Iowa,Des Moines,50313,"5995 NE 14th Street
Des Moines, Iowa 50313","5995 NE 14th Street
Des Moines, Iowa 50313",,"(515) 323-5400","https://www.polkcountyiowa.gov/county-sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anoka County Sheriff's Office,Sheriff Office,Both,Minnesota ,Andover,55304,"13301 Hanson Blvd NW
Andover, MN  55304","13301 Hanson Blvd NW
Andover, MN  55304",,763-324-5000,https://www.anokacountymn.gov/4176/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wright County Sheriff's Office,Sheriff Office,Both,Minnesota ,Buffalo,55313,"3800 Braddock Ave. NE
Buffalo, MN 55313","3800 Braddock Ave. NE
Buffalo, MN 55313",,763-682-7622,"
https://www.wrightcountymn.gov/214/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbour County Sheriff's Office,Sheriff Office,Both,Alabama,Clayton,36016,"24 Robertson Airport Drive
Clayton, Alabama 36016","24 Robertson Airport Drive
Clayton, Alabama 36016",,"(334)775-3434","
https://www.barbourcountysheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardin County Sheriff's Office,Sheriff Office,Both,Kentucky,Elizabethtown,42701,"150 North Provident Way, Suite 101
Elizabethtown KY 42701
","150 North Provident Way, Suite 101
Elizabethtown KY 42701",,(270)765-5133,https://hckysheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dane County Sheriff's Office
",Sheriff Office,Both,Wisconsin,Madison,53703,"115 W. Doty Street, Madison, WI 53703
","115 W. Doty Street, Madison, WI 53703
",,(608) 284- 6800,"https://www.danesheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Sheriff's Department,Sheriff Office,Both,Virginia ,Lawrenceville,23868,"120 East Hicks Street, Lawrenceville, Virginia 23868 ","120 East Hicks Street, Lawrenceville, Virginia 23868 ",,(434) 848-3133,https://brunswickso.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bexar County Sheriff's Office,Sheriff Office,Both,Texas,San Antonio,78207,"200 N Comal St, San Antonio, TX 78207","200 N Comal St, San Antonio, TX 78207",,(210) 335-6000,https://www.bexar.org/600/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
York County Sheriff’s Office,Sheriff Office,Both,South Carolina,Fort Mill,29708,"1826 Second Baxter Crossing
Fort Mill, SC 29708","1826 Second Baxter Crossing
Fort Mill, SC 29708",,"803-396-8426","https://www.yorkcountysheriff.com/205/District-Office-4---Fort-Mill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan County Sheriff's Office,Sheriff Office,Both,Colorado,Fort Morgan,80701,"801 E. Beaver Ave.
Fort Morgan, Colorado 80701
","801 E. Beaver Ave.
Fort Morgan, Colorado 80701
",,(970) 867-2461,"
https://morgancounty.colorado.gov/sheriffs-office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fannin County Sheriffs Office
",Sheriff Office,Both,Georgia,Blue Ridge,30513,"645 West First St.
Blue Ridge, Georgia 30513","645 West First St.
Blue Ridge, Georgia 30513",,(706) 632-2044,https://fanninsheriffga.us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richardson County Sheriff's Office,Sheriff Office,Both,Nebraska,Falls City,68355,"65086 706 Trail
Falls City, Ne 68355","65086 706 Trail
Falls City, Ne 68355",,"402-245-2479
",https://www.richardsoncountysheriffsoffices.com/contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caldwell County Sheriff Texas,Sheriff Office,Both,Texas,Lockhart,78644,"1204 Reed Drive
Lockhart, Texas 78644","1204 Reed Drive
Lockhart, Texas 78644",,512-398-6777,https://www.co.caldwell.tx.us/page/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Washtenaw County Sheriff's Office
",Sheriff Office,Both,Michigan ,Ann Arbor,48105,"2201 Hogback Road
Ann Arbor, MI 48105","2201 Hogback Road
Ann Arbor, MI 48105",,734-971-8400,"
https://www.washtenaw.org/1124/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lorain County Sheriff’s Office
and Correctional Facility
",Sheriff Office,Both,Ohio,Elyria,44035,"9896 Murray Ridge Rd
Elyria, Ohio 44035","9896 Murray Ridge Rd
Elyria, Ohio 44035",,"
440-329-3709","
https://loraincountysheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus County Sheriff's Office ,Sheriff Office,Both,California,Modesto,95358,"250 E. Hackett Rd., Modesto, CA 95358 ","250 E. Hackett Rd., Modesto, CA 95358 ",,(209)525-7117,https://www.scsdonline.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garrett County Sheriff's Office",Sheriff Office,Both,Maryland ,Oakland,21550,"311 East Alder Street, Oakland, Maryland 21550","311 East Alder Street, Oakland, Maryland 21550",,301-334-1911,"
https://sheriff.garrettcountymd.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appanoose County Sheriff,Sheriff Office,Both,Iowa,Centerville,52544," 22158 Dewey Rd, Centerville, IA 52544"," 22158 Dewey Rd, Centerville, IA 52544",,(641) 437-7100,"https://appanoosecounty.iowa.gov/departments/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sedgwick County Jail
",County Jail,Both,Kansas,Wichita,67203,"141 W. Elm
Wichita, KS 67203","141 W. Elm
Wichita, KS 67203",,"(316) 660-5245","
https://sedgwickcountycourt.org/jail-roster/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brazos County Sheriff's Office
",Sheriff Office,Both,Texas,Bryan,77803," 1700 TX-21, Bryan, TX 77803"," 1700 TX-21, Bryan, TX 77803",,(979) 361-4900,"
https://brazoscountytx.gov/205/Sheriffs-Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ferry County Jail 
",Sheriff Office,Both,Washington,Republic,99166,"175 N Jefferson
Republic, WA 99166
","PO Box 1099
Republic, WA  99166",,(509) 775-2906,https://www.ferry-county.com/law_and_justice/sheriff/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pendleton County Sheriff’s Office,Sheriff Office,Both,West Virginia,Franklin,26807,"10 South Main Street
PO Box 687
Franklin, WV 26807","10 South Main Street
PO Box 687
Franklin, WV 26807",,(304) 358-2214,"https://pencowv.com/departments/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson County Sheriff,Sheriff Office,Both,Washington ,Port Hadlock,98339,"81 Elkins Road
Port Hadlock, WA 98339
","81 Elkins Road
Port Hadlock, WA 98339
",,360-385-3831,"
https://www.co.jefferson.wa.us/172/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clay County Sheriff",Sheriff Office,Both,Nebraska,Clay Center,68933,"104 E Edgar St
Clay Center, NE 68933
","PO Box 186
Clay Center, NE 68933",,"
402-762-3528",https://claycounty.ne.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buena Vista Sheriff's Office,Sheriff Office,Both,Iowa,Storm Lake ,50588,"411 Expansion Blvd.
Storm Lake,Iowa 50588
","P.O Box 276
Storm Lake,Iowa 50588",,(712)749-2530,"
https://bvsheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood County Jail,Sheriff Office,Both,Wisconsin,Wisconsin Rapids,54494,"400 Market Street
Wisconsin Rapids, WI 54494","400 Market Street
Wisconsin Rapids, WI 54494",,(715) 421-8730,https://www.woodcountywi.gov/Departments/Sheriff/Jail.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robeson County Sheriff's Office
",Sheriff Office,Both,North Carolina,Lumberton,28358," 120 Legend Rd
 Lumberton,NC 28358
","120 Legend Rd
Lumberton,NC 28358
",,(910)671-3100,https://www.robesoncountync.gov/robeson-county-sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne County Sheriff Office,Sheriff Office,Both,California,Sonora,95370,"28 N Lower Sunset Drive
Sonora, CA 95370","28 N Lower Sunset Drive
Sonora, CA 95370",,209-533-5855,https://tuolumnecountysheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritchie County Sheriff,Sheriff Office,Both,West Virginia,Harrisville,26362,"109 North Street
Harrisville, WV 26362","109 North Street
Harrisville, WV 26362",,304-643-2262,"https://ritchiecounty.wv.gov/countygovernmentagencies/Pages/sheriff.aspx
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Izard County Sheriff's Department,Sheriff Office,Both,Arkansas,Melbourne,72556,"300 Circle Dr, Melbourne, AR 72556","300 Circle Dr, Melbourne, AR 72556",,"870-368-4203",https://www.izardcountysheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County Jail,County Jail,Both,Washington,Pasco,99301,"1016 N 4th Ave, Pasco, WA 99301, ","1016 N 4th Ave, Pasco, WA 99301, ",,509-545-3549,https://www.franklincountywa.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grundy County Sheriff's Office,Sheriff Office,Both,Iowa,Grundy Center,50638,"705 8th St, Grundy Center, IA 50638","705 8th St, Grundy Center, IA 50638",,(319) 824-6933,https://grundycountyiowa.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fort Bend County Jail
",County Jail,Both,Texas,Richmond,77469,"1410 Williams Way BlvdRichmond, TX 77469","1410 Richmond Parkway 
Richmond, Texas 77469
",,(281) 341-4735,https://www.fortbendcountytx.gov/government/departments/sheriff-s-office,https://www.fortbendcountytx.gov/government/departments/sheriff-s-office/bureaus-divisions/detention-division/emessaging-and-inmate-mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cameron County Detention Center",County Jail,Both,Texas,Brownsville,78520,"1145 E Harrison St, Brownsville, TX 78520","1145 E Harrison St, Brownsville, TX 78520",,956) 544-0836,https://www.cameroncountytx.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salt Lake County Sheriff Administration
",County Jail,Both,Utah,Salt Lake City,84119,"3365 South 900 West Salt Lake City, Utah 84119","3365 South 900 West Salt Lake City, Utah 84119",,385) 468-9898,https://www.saltlakecounty.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eastland County Sheriff’s Office
",Sheriff Office,Both,Texas,Eastland,76448,"201 W White StEastland, TX 76448","201 W White StEastland, TX 76448",,254) 629-1774,https://www.eastlandcountytexas.com/page/eastland.Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baldwin County Sheriff Department
",Sheriff Office,Both,Alabama, Bay Minette,36507," 310 Hand Ave, Bay Minette, AL 36507"," 310 Hand Ave, Bay Minette, AL 36507",,251) 972-6802,https://sheriff.baldwincountyal.gov/Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tucker County Sheriff's Department",Sheriff Office,Both,West Virginia,Parsons,26287,"215 1st StParsons, WV 26287","215 1st StParsons, WV 26287",,"304-478-2321",https://tuckercountycommission.com/sheriffs-department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Doddridge County Sheriff's Office",Sheriff Office,Both,West Virginia,West Union,26456," 99 Court St Suite 3, West Union, WV 26456"," 99 Court St Suite 3, West Union, WV 26456",,304) 873-1944,https://www.doddridgecountywv.gov/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial County Sheriff’s Office,Sheriff Office,Both,California,El Centro,92243,"328 Applestill Road
El Centro, CA 92243","P. O. Box 1040
El Centro, CA 92244",,(442)265-2000,"
https://icso.imperialcounty.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfax County Sheriff Office,Sheriff Office,Both,Virginia,Fairfax,22030," 4110 Chain Bridge Road Fairfax,VA 22030"," 4110 Chain Bridge Road Fairfax,VA 22030",,703-246-3227,"https://www.fairfaxcounty.gov/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis and Clark County Sheriff,Sheriff Office,Both,Montana,Helena,59601,"406 Fuller Ave.
Helena MT","406 Fuller Ave.
Helena MT",,"
(406) 447-8204",https://www.lccountymt.gov/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roanoke County Sheriff's Office,Sheriff Office,Both,Virginia,Salem,24153,"401 E Main Street
Salem,VA 24153
","401 E Main Street
Salem,VA 24153
",,540-283-3102,https://www.roanokecountyva.gov/89/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick County Sheriff's Department,Sheriff Office,Both,Virginia,Lawrenceville,23868,"120 East Hicks Street, Lawrenceville, Virginia 23868 ","120 East Hicks Street, Lawrenceville, Virginia 23868 ",,(434) 848-3133,"
https://brunswickso.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greene County Jail,County Jail,Both,Pennyslvania,Waynesburg,15370,"855 Rolling Meadows Road
Waynesburg, PA 15370","855 Rolling Meadows Road
Waynesburg, PA 15370",,724-627-7780,"https://greenecountypa.gov/department-prison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latah County Sheriff,Sheriff Office,Both,Idaho,Moscow,83843,"522 S Adams Street,
Moscow, Idaho 83843

","522 S Adams Street,
Moscow, Idaho 83843

",,"(208)882-2216",https://latahcountyid.gov/sheriff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee County Sheriff'S Office,Sheriff Office,Both,Wisconsin,Milwaukee,53233,"821 W. State St.
Milwaukee, WI 53233
","821 W. State St.
Milwaukee, WI 53233",,(414) 278-4766,https://county.milwaukee.gov/EN/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard County Sheriff,Sheriff Office,Both,Texas,Big Spring,79720,"3613 W. Hwy. 80
Big Spring, TX. 79720","3613 W. Hwy. 80
Big Spring, TX. 79720",,432-264-2231,"https://hcsotx.wixsite.com/howard-county-sherif/contact-9
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Franklin County Sheriff's Office
",Sheriff Office,Both,Vermont,Saint Albans,5478,"387 Lake Street, Saint Albans, Vermont 05478","387 Lake Street, Saint Albans, Vermont 05478",,802-524-2121,"
https://fcsovt.com/contact-us",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essex County Sheriff's Office,Sheriff Office,Both,New Jersey,Newark,7102,"50 W Market St, Newark, NJ 07102","50 W Market St, Newark, NJ 07102",,"(973) 621-4111
","https://www.essexsheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis County Sheriff Department,Sheriff Office,Both,Washington,Chehalis,98532,"345 West Main Street
Chehalis, WA, 98532
","345 West Main Street
Chehalis, WA, 98532
",,(360) 748-9286,https://lewiscountywa.gov/offices/sheriff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego County Sheriff's Office,Sheriff Office,Both,California,San Diego,92123,"9621 Ridgehaven Ct.
San Diego, CA 92123","9621 Ridgehaven Ct.
San Diego, CA 92123",,858-974-2222,https://www.sdsheriff.gov/#Stats,https://www.sdsheriff.gov/bureaus/detention-services-bureau/sending-mail-and-packages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Diego County /
San Diego Central Jail
",County Jail,Both,California,San Diego,92101,"1173 Front St, 
San Diego, CA 92101
","1173 Front St, 
San Diego, CA 92101
",,"619) 610-1647
",https://www.sdsheriff.gov/Home/Components/FacilityDirectory/FacilityDirectory/58/,https://www.sdsheriff.gov/bureaus/detention-services-bureau/sending-mail-and-packages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Will County Sheriff
",Sheriff Office,Both,Illinois ,Joliet,60433,"16911 W Laraway Rd, 
Joliet, Illinois 60433

","16911 W Laraway Rd, 
Joliet, Illinois 60433

",,(815) 727-8575,https://www.willcosheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lapeer County Sheriff's Office",Sheriff Office,Both,Michigan ,Lapeer,48446,"3231 John Conley Dr, Lapeer, MI 48446","3231 John Conley Dr, Lapeer, MI 48446",,(810) 664-1801,https://www.lapeercountymi.gov/departments/sheriff/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mitchell County Sheriff's Office",Sheriff Office,Both,Georgia,Camilla,31730,"4815 Highway 37 East
Camilla, GA 31730","P. O. Box 28
Camilla, GA 31730
",," 229-336-2030","
https://www.mitchellso.com/contact",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Storey County Sheriff's Office",Sheriff Office,Both,Nevada,Virginia City,89440,"205 S. C St.
Virginia City, NV 89440
","P.O. Box 498
Virginia City, NV 89440",,775-847-0959,https://www.storeycounty.org/313/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barron County jail,Sheriff Office,Both,Wisconsin,Barron,54812,"1420 State Hwy 25 North
Barron, WI 54812-3007","1420 State Hwy 25 North
Barron, WI 54812-3007",,(715) 537-6200,https://www.barroncountywi.gov/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
